nombre_archivo,fecha,objeto_principal,color_dominante,emocion_primaria,categoría
IMG_20240223_075815_658.jpg,2024-02-23,gown,#9d9795,happy,Otro
IMG_20240223_075816_795.jpg,2024-02-23,person,#77505e,happy,Selfie
IMG_20240223_075817_564.jpg,2024-02-23,abaya,#9da0a2,sad,Otro
IMG_20240223_075818_734.jpg,2024-02-23,feather_boa,#323c6b,happy,Otro
IMG_20240223_075821_075.jpg,2024-02-23,background_color,#742850,happy,Sticker
IMG_20240227_192215_674.jpg,2024-02-27,promo,#aa8ce0,happy,"Reposteo, Ofrecimiento"
IMG_20240227_192232_482.jpg,2024-02-27,promo,#6f1c4e,neutral,"Reposteo, Ofrecimiento"
IMG_20240227_192245_237.jpg,2024-02-27,promo,#6f1a4d,neutral,"Reposteo, Ofrecimiento"
IMG_20240304_101907_511.jpg,2024-03-04,person,#704d61,happy,"Selfie, Sticker"
IMG_20240304_101907_513.jpg,2024-03-04,book,#704c79,surprise,"Sticker, Otro"
IMG_20240304_101907_606.jpg,2024-03-04,background_color,#7a2650,happy,Sticker
IMG_20240305_193343_615.jpg,2024-03-05,web_site,#a34472,happy,Ofrecimiento
IMG_20240305_193343_959.jpg,2024-03-05,person,#ac859f,happy,"Ofrecimiento, Sticker, Selfie"
IMG_20240305_193348_099.jpg,2024-03-05,background_Color,#af5c83,happy,Sticker
IMG_20240311_175939_070.jpg,2024-03-11,promo,#82384a,nuetral,"Enlace, Cuerpo Completo, Ofrecimiento"
IMG_20240311_175941_185.jpg,2024-03-11,person,#92697c,happy,"Selfie, Sticker"
IMG_20240316_184103_346.jpg,2024-03-16,person,#8e6779,happy,"Selfie, Sticker"
IMG_20240319_082940_712.jpg,2024-03-19,person,#653c57,neutral,"Selfie, Sticker"
IMG_20240319_082943_526.jpg,2024-03-19,promo,#782f3f,neutral,"Ofrecimiento, Cuerpo Completo"
IMG_20240319_082946_013.jpg,2024-03-19,person,#804c6b,happy,"Selfie, Sticker"
IMG_20240319_082946_383.jpg,2024-03-19,person,#856c4b,happy,"Sticker, Ofrecimiento, Cuerpo Completo"
IMG_20240321_091929_583.jpg,2024-03-21,person,#8d586e,happy,Cuerpo Completo
IMG_20240321_091929_670.jpg,2024-03-21,journal,#70566b,sad,Cuerpo Completo
IMG_20240401_114430_919.jpg,2024-04-01,person,#693856,happy,Selfie
IMG_20240401_114431_278.jpg,2024-04-01,person,#562a47,happy,Selfie
IMG_20240401_114436_157.jpg,2024-04-01,person,#856a48,happy,"Ofrecimiento, Cuerpo Completo"
IMG_20240401_182702_590.jpg,2024-04-01,trifle,#707989,happy,Comida y Bebida
IMG_20240404_173737_841.jpg,2024-04-04,person,#91818b,happy,"Selfie, Sticker"
IMG_20240405_172839_010.jpg,2024-04-05,people,#605960,happy,"Con otras personas, Reposteo"
IMG_20240405_172930_524.jpg,2024-04-05,promo,#ded7cb,sad,"Reposteo, Ofrecimiento"
IMG_20240410_210243_566.jpg,2024-04-10,coffee_shop,#68708e,happy,Selfie
IMG_20240419_084956_981.jpg,2024-04-19,fruit,#777eac,neutral,Comida y Bebida
IMG_20240419_135448_157.jpg,2024-04-19,people,#5d79b4,sad,"Con otras personas, Reposteo"
IMG_20240424_140855_977.jpg,2024-04-24,pizza,#72718b,happy,"Selfie, Comida y Bebida"
IMG_20240424_154915_528.jpg,2024-04-24,people,#a296ae,happy,"Con otras personas, Reposteo"
IMG_20240424_155033_295.jpg,2024-04-24,people,#6f697c,happy,Con otras personas
IMG_20240425_094228_479.jpg,2024-04-25,people,#7e77bc,happy,"Con otras personas, Reposteo"
IMG_20240425_123732_797.jpg,2024-04-25,bucket,#7d8290,happy,Comida y Bebida
IMG_20240425_152208_168.jpg,2024-04-25,logo,#cd6378,happy,Cuerpo Completo
IMG_20240425_152209_075.jpg,2024-04-25,person,#626994,neutral,Selfie
IMG_20240425_152211_383.jpg,2024-04-25,person,#7f6a7f,happy,Cuerpo Completo
IMG_20240425_152212_626.jpg,2024-04-25,envelope,#5f82b6,neutral,Otro
IMG_20240425_183425_441.jpg,2024-04-25,juice,#5e697d,happy,"Comida y Bebida, Selfie"
IMG_20240501_174852_821.jpg,2024-05-01,promo,#a789b6,surprise,"Selfie, Ofrecimiento, Sticker"
IMG_20240503_170518_854.jpg,2024-05-03,person,#95858e,happy,"Selfie, Sticker"
IMG_20240504_161343_341.jpg,2024-05-04,people,#716f87,happy,Con otras personas
IMG_20240504_161354_243.jpg,2024-05-04,toyshop,#746f83,happy,"Con otras personas, Comida y Bebida"
IMG_20240504_161356_203.jpg,2024-05-04,theater,#6c6a7e,neutral,Otro
IMG_20240504_161357_968.jpg,2024-05-04,people,#6e647e,happy,Otro
IMG_20240504_161359_463.jpg,2024-05-04,people,#696574,happy,Con otras personas
IMG_20240506_105807_119.jpg,2024-05-06,journal,#c56f74,sad,Otro
IMG_20240506_105807_560.jpg,2024-05-06,book,#d27c74,happy,Otro
IMG_20240510_203821_648.jpg,2024-05-10,plate,#717585,happy,"Selfie, Comida y Bebida"
IMG_20240510_203822_065.jpg,2024-05-10,people,#726370,tender,Con otras personas
IMG_20240510_203822_689.jpg,2024-05-10,tray,#a9acab,neutral,"Comida y Bebida, Sticker"
IMG_20240513_122742_155.jpg,2024-05-13,person,#604360,neutral,"Sticker, Selfie"
IMG_20240513_122744_822.jpg,2024-05-13,person,#714a66,happy,"Sticker, Selfie"
IMG_20240522_121148_486.jpg,2024-05-22,fur_coat,#8f979f,fear,Cuerpo Completo
IMG_20240522_121149_820.jpg,2024-05-22,garden,#6f7f76,neutral,Otro
IMG_20240522_121150_701.jpg,2024-05-22,tree,#615f61,neutral,Cuerpo Completo
IMG_20240522_121151_924.jpg,2024-05-22,person,#653b5f,neutral,"Selfie, Sticker"
IMG_20240522_121153_867.jpg,2024-05-22,sculpture,#8a8681,happy,"Cuerpo Completo, Sticker"
IMG_20240522_121157_356.jpg,2024-05-22,sunglasses,#666f7e,happy,"Selfie, Ofrecimiento"
IMG_20240522_121200_500.jpg,2024-05-22,promo,#7b516a,happy,"Selfie, Ofrecimiento"
IMG_20240528_133155_716.jpg,2024-05-28,person,#5ba9dd,happy,"Sticker, Reposteo"
IMG_20240808_095858_487.jpg,2024-08-08,journal,#5e1ca8,neutral,Otro
IMG_20240808_100350_212.jpg,2024-08-08,"coffee_,mug",#bf5f82,happy,"Selfie, Comida y Bebida"
IMG_20240808_210516_193.jpg,2024-08-08,desk,#586372,happy,"Selfie, Comida y Bebida"
IMG_20240809_145528_681.jpg,2024-08-09,person,#6a697b,happy,Selfie
IMG_20240809_165928_655.jpg,2024-08-09,person,#7e798f,happy,Selfie
IMG_20240810_103612_969.jpg,2024-08-10,logo,#968fa2,happy,Selfie
IMG_20240810_124511_027.jpg,2024-08-10,theater,#697479,happy,Selfie
IMG_20240810_142353_431.jpg,2024-08-10,snack,#687677,happy,"Selfie, Comida y Bebida"
IMG_20240811_102832_102.jpg,2024-08-11,logo,#97a7af,happy,"Selfie, Comida y Bebida"
IMG_20240811_102840_917.jpg,2024-08-11,logo,#a2a2ad,happy},Selfie
IMG_20240811_145554_516.jpg,2024-08-11,promo,#8b90a2,happy,Cuerpo Completo
IMG_20240819_092100_941.jpg,2024-08-19,table,#4d5868,happy,"Selfie, Comida y Bebida"
IMG_20240821_155819_331.jpg,2024-08-21,web_site,#f4f4f4,happy,Reposteo
IMG_20240824_184445_872.jpg,2024-08-24,flowers,#777b89,happy,Selfie
IMG_20240826_133208_186.jpg,2024-08-26,coffee,#7b7283,neutral,"Selfie, Comida y Bebida"
IMG_20240826_133346_199.jpg,2024-08-26,hot_pot,#a1acb4,happy,"Comida y Bebida, Sticker"
IMG_20240827_170051_835.jpg,2024-08-27,people,#848390,happy,"Selfie, Sticker"
IMG_20240828_115454_915.jpg,2024-08-28,skeleton,#9dc6c0,happy,"Sticker, Reposteo"
IMG_20240829_153625_328.jpg,2024-08-29,person,#777183,happy,Selfie
IMG_20240829_153816_351.jpg,2024-08-29,oracle_Deck,#a4a0a9,neutral,Otro
IMG_20240830_113134_601.jpg,2024-08-30,coffee,#7f7e8a,happy,"Selfie, Comida y Bebida"
IMG_20240831_120114_836.jpg,2024-08-31,sunglasses,#6f7c7d,happy,Selfie
IMG_20240901_113918_911.jpg,2024-09-01,banjo,#687779,neutral,Otro
IMG_20240901_113919_888.jpg,2024-09-01,food,#586172,happy,"Selfie, Comida y Bebida"
IMG_20240901_113921_892.jpg,2024-09-01,coffee,#605d6c,happy,"Selfie, Comida y Bebida"
IMG_20240901_113922_180.jpg,2024-09-01,wok,#68739a,neutral,Comida y Bebida
IMG_20240901_142009_712.jpg,2024-09-01,horse,#878b93,neutral,Otro
IMG_20240902_094358_122.jpg,2024-09-02,restaurant,#7e9596,neutral,Cuerpo Completo
IMG_20240902_094755_286.jpg,2024-09-02,drawing,#83698d,sad,Otro
